student_id,school_id,class_en,class_ar,first_name_en,first_name_ar,last_name_en,last_name_ar,date_of_birth,date_of_birth_hijri,gender,registration_no,poi_number,identity_type,image_url
369,523,Third Primary,الثالث الابتدائي,Fatima,فاطمه,Ahmed Mostafa Youssef Mahmoud,سعود تركي خالد المطيري,2012-04-17,1433-04-17,Female,REG947523,277869286,Iqama,https://files.catbox.moe/r5nj4o.jpg
371,243,Third Primary,الثالث الابتدائي,Bassel,باسل,Ahmed Mostafa Youssef Mahmoud,سعود تركي خالد المطيري,2012-12-01,1433-12-01,Male,REG679773,277106459,Iqama,https://files.catbox.moe/tw1jzy.jpg
375,408,Third Primary,الثالث الابتدائي,Rasha,رشا,Omar Ismail Abdelrahman Hassan,نادر باسل جميل عازر,2016-10-10,1437-10-10,Female,REG975703,178164954,National_ID,https://files.catbox.moe/tyqlaa.jpg
378,553,Third Primary,الثالث الابتدائي,Diala,ديالا,Khalid Abdullah Turki Al Otaibi,حسن أحمد أحمد السيد,2016-11-05,1437-11-05,Female,REG705136,210494220,Iqama,https://files.catbox.moe/r5nj4o.jpg
388,430,Third Primary,الثالث الابتدائي,Fatima,فاطمه,Tarek Ahmed Tarek El Sayed,نور عبد الرحمن محمد إبراهيم,2012-12-27,1433-12-27,Female,REG116538,183932535,Iqama,https://files.catbox.moe/r5nj4o.jpg
392,399,Third Primary,الثالث الابتدائي,Huda,هدي,Turki Turki Turki Al Saud,فهد سعود عبدالله القحطاني,2008-06-18,1429-06-18,Female,REG733122,210726287,National_ID,https://files.catbox.moe/r5nj4o.jpg
393,268,Third Primary,الثالث الابتدائي,Khalid,خالد,Turki Turki Turki Al Saud,فهد سعود عبدالله القحطاني,2015-03-23,1436-03-23,Male,REG171381,211338832,National_ID,https://files.catbox.moe/2l6fok.jpg
398,238,Third Primary,الثالث الابتدائي,Khalid,خالد,Faisal Turki Saud Al Mutairi,مصطفى طارق طارق توفيق,2012-09-18,1433-09-18,Male,REG848033,214738690,National_ID,https://files.catbox.moe/2l6fok.jpg
400,342,Third Primary,الثالث الابتدائي,Amna,آمنة,Fahad Bassel Jamil Azar,تركي عبد الله سعود الحربي,2009-08-20,1430-08-20,Female,REG827388,230307809,National_ID,https://files.catbox.moe/r5nj4o.jpg
402,349,Third Primary,الثالث الابتدائي,Najat,نجاة,Fahad Bassel Jamil Azar,تركي عبد الله سعود الحربي,2012-06-17,1433-06-17,Female,REG333758,274868806,National_ID,https://files.catbox.moe/r5nj4o.jpg
409,435,Third Primary,الثالث الابتدائي,Salma,سلمي,Omar Mohamed Omar Mustafa,كرم باسل رامي جابر,2006-11-06,1427-11-06,Female,REG658095,151475916,National_ID,https://files.catbox.moe/tyqlaa.jpg
410,259,Third Primary,الثالث الابتدائي,Khalid,خالد,Omar Mohamed Omar Mustafa,كرم باسل رامي جابر,2015-03-30,1436-03-30,Male,REG508852,220886237,National_ID,https://files.catbox.moe/ypraoq.jpg
418,283,Third Primary,الثالث الابتدائي,Nader,نادر,Abdullah Nader Jamil Kanaan,أحمد مصطفى يوسف محمود,2014-12-10,1435-12-10,Male,REG427402,125590921,Iqama,https://files.catbox.moe/23kp94.jpg
426,261,Third Primary,الثالث الابتدائي,Youssef,يوسف,Fahad Abdullah Saud Al Mutairi,عمر إسماعيل عبد الرحمن حسن,2013-08-22,1434-08-22,Male,REG561112,282311442,National_ID,https://files.catbox.moe/2l6fok.jpg
427,373,Third Primary,الثالث الابتدائي,Hala,هاله,Mahmoud Omar Ismail Abdelrahman,عمر عمر محمد مصطفى,2016-01-10,1437-01-10,Female,REG607055,253902340,Iqama,https://files.catbox.moe/r5nj4o.jpg
434,278,Third Primary,الثالث الابتدائي,Ahmed,احمد,Hassan Ahmed Ahmed Tawfik,طارق أحمد طارق السيد,2013-06-16,1434-06-16,Male,REG409209,181918307,National_ID,https://files.catbox.moe/tw1jzy.jpg
442,409,Third Primary,الثالث الابتدائي,Abeer,عبير,Abdullah Turki Fahad Al Harbi,مصطفى أحمد مصطفى محمود,2006-11-28,1427-11-28,Female,REG827578,225103134,Iqama,https://files.catbox.moe/tyqlaa.jpg
447,247,Third Primary,الثالث الابتدائي,Omar,عمر,Rami Karam Karam Jaber,فهد عبدالله سعود المطيري,2007-09-25,1428-09-25,Male,REG186787,299228687,Iqama,https://files.catbox.moe/ypraoq.jpg
448,449,Third Primary,الثالث الابتدائي,Rania,رانيا,Rami Karam Karam Jaber,فهد عبدالله سعود المطيري,2012-05-23,1433-05-23,Female,REG382251,158069426,Iqama,https://files.catbox.moe/r5nj4o.jpg
459,322,Third Primary,الثالث الابتدائي,Dina,دينا,Omar Nour Omar Mustafa,عبد الله تركي فهد الحربي,2012-08-14,1433-08-14,Female,REG144529,277392546,Iqama,https://files.catbox.moe/r5nj4o.jpg
460,509,Third Primary,الثالث الابتدائي,Salma,سلمي,Omar Nour Omar Mustafa,عبد الله تركي فهد الحربي,2007-08-06,1428-08-06,Female,REG159058,183999803,Iqama,https://files.catbox.moe/r5nj4o.jpg
464,265,Third Primary,الثالث الابتدائي,Omar,عمر,Mansour Fahad Turki Al Saud,سعود خالد فهد القحطاني,2006-06-14,1427-06-14,Male,REG289651,233041116,National_ID,https://files.catbox.moe/tw1jzy.jpg
473,499,Third Primary,الثالث الابتدائي,Salma,سلمي,Khalid Bassel Rami Kanaan,طارق طارق حسن محمود,2012-09-03,1433-09-03,Female,REG705992,153210578,Iqama,https://files.catbox.moe/tyqlaa.jpg
484,280,Third Primary,الثالث الابتدائي,Ahmed,احمد,Nour Ismail Nour Abdelrahman,طارق يوسف أحمد إبراهيم,2018-06-07,1439-06-07,Male,REG200155,195962672,National_ID,https://files.catbox.moe/ypraoq.jpg
494,442,Third Primary,الثالث الابتدائي,Rania,رانيا,Mohammed Mohamed Nour Ibrahim,نور إسماعيل نور عبد الرحمن,2015-10-22,1436-10-22,Female,REG680712,227767761,Iqama,https://files.catbox.moe/tyqlaa.jpg
496,569,Third Primary,الثالث الابتدائي,Salma,سلمي,Sherif Youssef Mostafa Ibrahim,نادر باسل جميل عازر,2011-12-16,1432-12-16,Female,REG323668,136374181,Iqama,https://files.catbox.moe/tyqlaa.jpg
497,301,Third Primary,الثالث الابتدائي,Samar,سمر,Sherif Youssef Mostafa Ibrahim,نادر باسل جميل عازر,2009-07-11,1430-07-11,Female,REG870960,254374702,Iqama,https://files.catbox.moe/r5nj4o.jpg
499,248,Third Primary,الثالث الابتدائي,Omar,عمر,Sherif Youssef Mostafa Ibrahim,نادر باسل جميل عازر,2007-10-09,1428-10-09,Male,REG972366,249300463,Iqama,https://files.catbox.moe/23kp94.jpg
104,232,Third Secondary,الثالث ثانوي,Nihal,نهال,Rami Bassel Bassel Jaber,ناصر كرم باسل خوري,2015-07-19,1436-07-19,Female,REG859850,236510786,National_ID,https://files.catbox.moe/su8v9w.png
106,230,Third Secondary,الثالث ثانوي,Hala,هاله,Jamil Nader Karam Jaber,بدر جميل باسل كنعان,2009-12-06,1430-12-06,Female,REG901758,297553857,Iqama,https://files.catbox.moe/68hhzz.png
109,233,Third Secondary,الثالث ثانوي,Dina,دينا,Jamil Nader Karam Jaber,بدر جميل باسل كنعان,2011-05-07,1432-05-07,Female,REG777521,283336203,Iqama,https://files.catbox.moe/68hhzz.png
110,233,Third Secondary,الثالث ثانوي,Huda,هدي,Jamil Nader Karam Jaber,بدر جميل باسل كنعان,2006-07-19,1427-07-19,Female,REG720628,277633270,Iqama,https://files.catbox.moe/68hhzz.png
112,158,Third Secondary,الثالث ثانوي,Abdelrahman,عبد الرحمن,Jamil Nader Karam Jaber,بدر جميل باسل كنعان,2008-12-18,1429-12-18,Male,REG818740,178234946,Iqama,https://files.catbox.moe/pusrqu.jpg
114,182,Third Secondary,الثالث ثانوي,Fahad,فهد,Ismail Omar Nour Hassan,منصور رامي رامي خوري,2012-01-25,1433-01-25,Male,REG355663,256371030,Iqama,https://files.catbox.moe/pm003z.jpg
116,232,Third Secondary,الثالث ثانوي,Huda,هدي,Ismail Omar Nour Hassan,منصور رامي رامي خوري,2012-08-22,1433-08-22,Female,REG904492,239318367,Iqama,https://files.catbox.moe/su8v9w.png
118,154,Third Secondary,الثالث ثانوي,Tarek,طارق,Ismail Omar Nour Hassan,منصور رامي رامي خوري,2007-12-28,1428-12-28,Male,REG661079,193357650,Iqama,https://files.catbox.moe/pm003z.jpg
119,229,Third Secondary,الثالث ثانوي,Samar,سمر,Ismail Omar Nour Hassan,منصور رامي رامي خوري,2012-02-24,1433-02-24,Female,REG814735,120214067,Iqama,https://files.catbox.moe/178hjt.png
120,101,Third Secondary,الثالث ثانوي,Karam,كرم,Bassel Nader Rami Kanaan,هشام أحمد أحمد إبراهيم,2016-12-13,1437-12-13,Male,REG473220,285044394,Iqama,https://files.catbox.moe/pm003z.jpg
121,146,Third Secondary,الثالث ثانوي,Saud,سعود,Bassel Nader Rami Kanaan,هشام أحمد أحمد إبراهيم,2007-01-01,1428-01-01,Male,REG126208,182886255,Iqama,https://files.catbox.moe/pm003z.jpg
122,187,Third Secondary,الثالث ثانوي,Karam,كرم,Bassel Nader Rami Kanaan,هشام أحمد أحمد إبراهيم,2007-02-05,1428-02-05,Male,REG210462,155230274,Iqama,https://files.catbox.moe/pm003z.jpg
124,231,Third Secondary,الثالث ثانوي,Latifa,لطيفة,Bassel Nader Rami Kanaan,هشام أحمد أحمد إبراهيم,2009-03-08,1430-03-08,Female,REG895480,271650481,Iqama,https://files.catbox.moe/su8v9w.png
127,232,Third Secondary,الثالث ثانوي,Rima,ريما,Hassan Ahmed Tarek Ibrahim,كريم طارق حسن السيد,2011-04-28,1432-04-28,Female,REG929282,291040802,Iqama,https://files.catbox.moe/68hhzz.png
128,230,Third Secondary,الثالث ثانوي,Abeer,عبير,Hassan Ahmed Tarek Ibrahim,كريم طارق حسن السيد,2012-07-14,1433-07-14,Female,REG790878,223785335,Iqama,https://files.catbox.moe/su8v9w.png
133,189,Third Secondary,الثالث ثانوي,Saud,سعود,Hassan Ahmed Tarek Ibrahim,كريم طارق حسن السيد,2008-05-07,1429-05-07,Male,REG989006,235368779,Iqama,https://files.catbox.moe/pm003z.jpg
135,124,Third Secondary,الثالث ثانوي,Saud,سعود,Bader Nour Nour Ali,فيصل نادر كرم حداد,2018-10-28,1439-10-28,Male,REG853641,193046963,National_ID,https://files.catbox.moe/pusrqu.jpg
136,210,Third Secondary,الثالث ثانوي,Nour,نور,Bader Nour Nour Ali,فيصل نادر كرم حداد,2010-06-22,1431-06-22,Male,REG650180,151497677,National_ID,https://files.catbox.moe/pm003z.jpg
138,172,Third Secondary,الثالث ثانوي,Turki,تركي,Bader Nour Nour Ali,فيصل نادر كرم حداد,2011-08-20,1432-08-20,Male,REG163390,191757430,National_ID,https://files.catbox.moe/pm003z.jpg
140,218,Third Secondary,الثالث ثانوي,Rami,رامي,Bader Nour Nour Ali,فيصل نادر كرم حداد,2015-04-18,1436-04-18,Male,REG387730,157436524,National_ID,https://files.catbox.moe/pusrqu.jpg
141,235,Third Secondary,الثالث ثانوي,Huda,هدي,Mansour Bassel Bassel Jaber,أحمد حسن مصطفى إبراهيم,2018-10-16,1439-10-16,Female,REG989417,189552168,National_ID,https://files.catbox.moe/178hjt.png
142,229,Third Secondary,الثالث ثانوي,Salma,سلمي,Mansour Bassel Bassel Jaber,أحمد حسن مصطفى إبراهيم,2007-08-08,1428-08-08,Female,REG364219,115558956,National_ID,https://files.catbox.moe/68hhzz.png
143,232,Third Secondary,الثالث ثانوي,Samar,سمر,Mansour Bassel Bassel Jaber,أحمد حسن مصطفى إبراهيم,2011-07-18,1432-07-18,Female,REG484590,142697954,National_ID,https://files.catbox.moe/su8v9w.png
146,145,Third Secondary,الثالث ثانوي,Fahad,فهد,Mansour Bassel Bassel Jaber,أحمد حسن مصطفى إبراهيم,2011-06-27,1432-06-27,Male,REG176314,268138315,National_ID,https://files.catbox.moe/pm003z.jpg
152,234,Third Secondary,الثالث ثانوي,Amna,آمنة,Khalid Rami Bassel Kanaan,تركي رامي نادر عازر,2014-06-17,1435-06-17,Female,REG436812,152318898,National_ID,https://files.catbox.moe/su8v9w.png
153,200,Third Secondary,الثالث ثانوي,Nour,نور,Khalid Rami Bassel Kanaan,تركي رامي نادر عازر,2012-02-17,1433-02-17,Male,REG683902,251250042,National_ID,https://files.catbox.moe/pm003z.jpg
156,223,Third Secondary,الثالث ثانوي,Bassel,باسل,Karam Bassel Jamil Azar,عبدالله خالد سعود العتيبي,2014-07-18,1435-07-18,Male,REG165554,140057874,National_ID,https://files.catbox.moe/pm003z.jpg
158,141,Third Secondary,الثالث ثانوي,Hassan,حسن,Karam Bassel Jamil Azar,عبدالله خالد سعود العتيبي,2018-04-19,1439-04-19,Male,REG299486,217075813,National_ID,https://files.catbox.moe/pm003z.jpg
160,143,Third Secondary,الثالث ثانوي,Ahmed,احمد,Karam Bassel Jamil Azar,عبدالله خالد سعود العتيبي,2013-08-26,1434-08-26,Male,REG256287,192286830,National_ID,https://files.catbox.moe/pm003z.jpg
161,231,Third Secondary,الثالث ثانوي,Mona,مني,Karam Bassel Jamil Azar,عبدالله خالد سعود العتيبي,2007-01-15,1428-01-15,Female,REG599706,145971767,National_ID,https://files.catbox.moe/68hhzz.png
166,156,Third Secondary,الثالث ثانوي,Ahmed,احمد,Mohammed Rami Bassel Azar,سعود نادر جميل حداد,2009-01-16,1430-01-16,Male,REG680871,297204343,National_ID,https://files.catbox.moe/pusrqu.jpg
169,219,Third Secondary,الثالث ثانوي,Abdullah,عبد الله,Faisal Saud Saud Al Saud,ناصر فهد تركي العتيبي,2015-12-31,1436-12-31,Male,REG249489,271331906,National_ID,https://files.catbox.moe/pusrqu.jpg
175,185,Third Secondary,الثالث ثانوي,Karam,كرم,Faisal Saud Saud Al Saud,ناصر فهد تركي العتيبي,2009-10-06,1430-10-06,Male,REG268299,215037266,National_ID,https://files.catbox.moe/pusrqu.jpg
177,141,Third Secondary,الثالث ثانوي,Bassel,باسل,Khalid Saud Khalid Al Saud,طارق مصطفى يوسف توفيق,2010-02-26,1431-02-26,Male,REG459856,128122128,National_ID,https://files.catbox.moe/pusrqu.jpg
178,229,Third Secondary,الثالث ثانوي,Samah,سماح,Khalid Saud Khalid Al Saud,طارق مصطفى يوسف توفيق,2007-06-09,1428-06-09,Female,REG390595,156736085,National_ID,https://files.catbox.moe/su8v9w.png
182,232,Third Secondary,الثالث ثانوي,Najat,نجاة,Ahmed Youssef Ahmed Tawfik,منصور كرم كرم عازر,2013-02-04,1434-02-04,Female,REG827283,132039479,Iqama,https://files.catbox.moe/su8v9w.png
183,232,Third Secondary,الثالث ثانوي,Salma,سلمي,Ahmed Youssef Ahmed Tawfik,منصور كرم كرم عازر,2015-11-11,1436-11-11,Female,REG952137,147912146,Iqama,https://files.catbox.moe/178hjt.png
187,233,Third Secondary,الثالث ثانوي,Rania,رانيا,Omar Omar Abdelrahman Abdelrahman,خالد عبد الله تركي العتيبي,2014-09-16,1435-09-16,Female,REG961352,283326479,Iqama,https://files.catbox.moe/su8v9w.png
190,233,Third Secondary,الثالث ثانوي,Diala,ديالا,Omar Omar Abdelrahman Abdelrahman,خالد عبد الله تركي العتيبي,2017-12-14,1438-12-14,Female,REG133145,256913937,Iqama,https://files.catbox.moe/su8v9w.png
191,235,Third Secondary,الثالث ثانوي,Salma,سلمي,Abdullah Turki Saud Al Mutairi,محمد جميل نادر جابر,2010-02-02,1431-02-02,Female,REG766361,219914398,Iqama,https://files.catbox.moe/178hjt.png
192,234,Third Secondary,الثالث ثانوي,Fatima,فاطمه,Abdullah Turki Saud Al Mutairi,محمد جميل نادر جابر,2013-08-04,1434-08-04,Female,REG819574,130580610,Iqama,https://files.catbox.moe/178hjt.png
193,221,Third Secondary,الثالث ثانوي,Ahmed,احمد,Abdullah Turki Saud Al Mutairi,محمد جميل نادر جابر,2007-10-26,1428-10-26,Male,REG502723,253214907,Iqama,https://files.catbox.moe/pusrqu.jpg
194,189,Third Secondary,الثالث ثانوي,Nader,نادر,Abdullah Turki Saud Al Mutairi,محمد جميل نادر جابر,2012-08-29,1433-08-29,Male,REG533825,217538604,Iqama,https://files.catbox.moe/pm003z.jpg
195,218,Third Secondary,الثالث ثانوي,Nour,نور,Abdullah Turki Saud Al Mutairi,محمد جميل نادر جابر,2010-02-20,1431-02-20,Male,REG881866,150561918,Iqama,https://files.catbox.moe/pm003z.jpg
197,235,Third Secondary,الثالث ثانوي,Rima,ريما,Ahmed Mostafa Mostafa Ibrahim,فيصل تركي سعود المطيري,2016-05-08,1437-05-08,Female,REG985066,254190473,National_ID,https://files.catbox.moe/178hjt.png
198,234,Third Secondary,الثالث ثانوي,Rasha,رشا,Ahmed Mostafa Mostafa Ibrahim,فيصل تركي سعود المطيري,2009-03-25,1430-03-25,Female,REG759711,196823483,National_ID,https://files.catbox.moe/68hhzz.png
199,103,Third Secondary,الثالث ثانوي,Nour,نور,Ahmed Mostafa Mostafa Ibrahim,فيصل تركي سعود المطيري,2013-09-24,1434-09-24,Male,REG606906,288515593,National_ID,https://files.catbox.moe/pm003z.jpg
201,231,Third Secondary,الثالث ثانوي,Rima,ريما,Ahmed Hassan Mostafa Tawfik,فهد باسل جميل عازر,2012-06-29,1433-06-29,Female,REG388405,229392794,National_ID,https://files.catbox.moe/68hhzz.png
203,186,Third Secondary,الثالث ثانوي,Bassel,باسل,Ahmed Hassan Mostafa Tawfik,فهد باسل جميل عازر,2007-06-25,1428-06-25,Male,REG349966,118534152,National_ID,https://files.catbox.moe/pm003z.jpg
206,101,Third Secondary,الثالث ثانوي,Ismail,إسماعيل,Abdelrahman Ismail Nour Abdelrahman,عمر محمد عمر مصطفى,2015-05-05,1436-05-05,Male,REG788539,235442876,Iqama,https://files.catbox.moe/pusrqu.jpg
208,124,Third Secondary,الثالث ثانوي,Ahmed,احمد,Abdelrahman Ismail Nour Abdelrahman,عمر محمد عمر مصطفى,2019-03-13,1440-03-13,Male,REG189801,227236186,Iqama,https://files.catbox.moe/pusrqu.jpg
210,231,Third Secondary,الثالث ثانوي,Noura,نورا,Abdelrahman Ismail Nour Abdelrahman,عمر محمد عمر مصطفى,2009-10-29,1430-10-29,Female,REG117949,227142941,Iqama,https://files.catbox.moe/su8v9w.png
212,230,Third Secondary,الثالث ثانوي,Latifa,لطيفة,Abdullah Abdullah Saud Al Otaibi,عبد الله نادر جميل كنعان,2014-11-07,1435-11-07,Female,REG749630,238688171,National_ID,https://files.catbox.moe/68hhzz.png
213,215,Third Secondary,الثالث ثانوي,Tarek,طارق,Abdullah Abdullah Saud Al Otaibi,عبد الله نادر جميل كنعان,2013-03-01,1434-03-01,Male,REG135073,264854766,National_ID,https://files.catbox.moe/pusrqu.jpg
215,194,Third Secondary,الثالث ثانوي,Ahmed,احمد,Abdullah Abdullah Saud Al Otaibi,عبد الله نادر جميل كنعان,2009-12-02,1430-12-02,Male,REG419891,169204884,National_ID,https://files.catbox.moe/pusrqu.jpg
216,154,Third Secondary,الثالث ثانوي,Turki,تركي,Karam Nader Rami Khoury,يوسف مصطفى أحمد السيد,2017-04-20,1438-04-20,Male,REG272854,186864229,Iqama,https://files.catbox.moe/pm003z.jpg
217,230,Third Secondary,الثالث ثانوي,Nihal,نهال,Karam Nader Rami Khoury,يوسف مصطفى أحمد السيد,2007-02-10,1428-02-10,Female,REG986677,252333499,Iqama,https://files.catbox.moe/su8v9w.png
218,114,Third Secondary,الثالث ثانوي,Fahad,فهد,Karam Nader Rami Khoury,يوسف مصطفى أحمد السيد,2010-01-25,1431-01-25,Male,REG135480,239159679,Iqama,https://files.catbox.moe/pusrqu.jpg
225,229,Third Secondary,الثالث ثانوي,Diala,ديالا,Khalid Fahad Saud Al Harbi,محمود عمر إسماعيل عبد الرحمن,2012-07-19,1433-07-19,Female,REG717320,195374662,Iqama,https://files.catbox.moe/su8v9w.png
226,232,Third Secondary,الثالث ثانوي,Nihal,نهال,Youssef Tarek Tarek Farid,طارق يوسف مصطفى إبراهيم,2015-09-10,1436-09-10,Female,REG883621,244559746,Iqama,https://files.catbox.moe/68hhzz.png
229,228,Third Secondary,الثالث ثانوي,Samar,سمر,Youssef Tarek Tarek Farid,طارق يوسف مصطفى إبراهيم,2016-07-15,1437-07-15,Female,REG207110,224802434,Iqama,https://files.catbox.moe/178hjt.png
230,228,Third Secondary,الثالث ثانوي,Samar,سمر,Youssef Tarek Tarek Farid,طارق يوسف مصطفى إبراهيم,2014-09-11,1435-09-11,Female,REG487405,151945324,Iqama,https://files.catbox.moe/68hhzz.png
233,230,Third Secondary,الثالث ثانوي,Dina,دينا,Hassan Mostafa Ahmed El Sayed,منصور فهد تركي آل سعود,2013-04-20,1434-04-20,Female,REG828496,295532348,National_ID,https://files.catbox.moe/68hhzz.png
1,657,Third Intermediate,الثالث متوسط,Samah ,سماح,Fahad Karam Jamil Azar,فهد كرم جميل عازر,2018-06-24,1439-06-24,Female,REG681655,113983552,Iqama,https://files.catbox.moe/emgnbf.jpg
8,606,Third Intermediate,الثالث متوسط,Noura,خديجة,Abdelrahman Nour Nour Abdelrahman,عمر إسماعيل عبد الرحمن علي,2016-01-19,1437-01-19,Female,REG394153,238882179,National_ID,https://files.catbox.moe/emgnbf.jpg
9,760,Third Intermediate,الثالث متوسط,Amna,آمنة,Abdelrahman Nour Nour Abdelrahman,عمر إسماعيل عبد الرحمن علي,2013-07-05,1434-07-05,Female,REG707364,185986762,National_ID,https://files.catbox.moe/emgnbf.jpg
15,60,Third Intermediate,الثالث متوسط,Fahad,فهد,Khalid Turki Abdullah Al Saud,عبدالله سعود آل سعود,2007-06-25,1428-06-25,Male,REG275272,190069089,Iqama,https://files.catbox.moe/pusrqu.jpg
19,624,Third Intermediate,الثالث متوسط,Maha,مها,Khalid Turki Abdullah Al Saud,عبدالله سعود آل سعود,2013-12-27,1434-12-27,Female,REG939009,215966159,Iqama,https://files.catbox.moe/emgnbf.jpg
23,44,Third Intermediate,الثالث متوسط,Fahad,فهد,Omar Ismail Abdelrahman Ali,يوسف عمر عبد الرحمن علي,2016-09-01,1437-09-01,Male,REG339375,130861476,Iqama,https://files.catbox.moe/ki5ubc.jpg
24,702,Third Intermediate,الثالث متوسط,Maha,مها,Omar Ismail Abdelrahman Ali,يوسف عمر عبد الرحمن علي,2019-04-01,1440-04-01,Female,REG138728,230826772,Iqama,https://files.catbox.moe/mq2lyu.jpg
26,17,Third Intermediate,الثالث متوسط,Rami,رامي,Omar Ismail Abdelrahman Ali,يوسف عمر عبد الرحمن علي,2007-01-21,1428-01-21,Male,REG351588,246556957,Iqama,https://files.catbox.moe/ki5ubc.jpg
27,622,Third Intermediate,الثالث متوسط,Abeer,عبير,Omar Ismail Abdelrahman Ali,يوسف عمر عبد الرحمن علي,2014-10-23,1435-10-23,Female,REG984124,150705876,Iqama,https://files.catbox.moe/emgnbf.jpg
29,624,Third Intermediate,الثالث متوسط,Rima,ريما,Abdullah Saud Saud Al Saud,ناصر عبدالله سعود القحطاني,2011-09-15,1432-09-15,Female,REG713719,269055982,National_ID,https://files.catbox.moe/emgnbf.jpg
30,40,Third Intermediate,الثالث متوسط,Tarek,طارق,Abdullah Saud Saud Al Saud,ناصر عبدالله سعود القحطاني,2014-05-04,1435-05-04,Male,REG109042,262752505,National_ID,https://files.catbox.moe/pusrqu.jpg
32,726,Third Intermediate,الثالث متوسط,Lina,لينا,Abdullah Saud Saud Al Saud,ناصر عبدالله سعود القحطاني,2013-06-16,1434-06-16,Female,REG258316,132036746,National_ID,https://files.catbox.moe/emgnbf.jpg
37,613,Third Intermediate,الثالث متوسط,Salma,سلمي,Youssef Omar Abdelrahman Ali,بدر نور نور علي,2018-09-27,1439-09-27,Female,REG273760,194673934,Iqama,https://files.catbox.moe/emgnbf.jpg
41,20,Third Intermediate,الثالث متوسط,Hassan,حسن,Youssef Omar Abdelrahman Ali,بدر نور نور علي,2017-12-09,1438-12-09,Male,REG341178,186816355,Iqama,https://files.catbox.moe/pusrqu.jpg
46,41,Third Intermediate,الثالث متوسط,Nour,نور,Hassan Youssef Hassan Tawfik,منصور باسل باسل جابر,2006-08-21,1427-08-21,Male,REG460928,247368850,Iqama,https://files.catbox.moe/pusrqu.jpg
47,60,Third Intermediate,الثالث متوسط,Turki,تركي,Hassan Youssef Hassan Tawfik,منصور باسل باسل جابر,2018-08-07,1439-08-07,Male,REG939449,185199260,Iqama,https://files.catbox.moe/pusrqu.jpg
48,56,Third Intermediate,الثالث متوسط,Rami,رامي,Hassan Youssef Hassan Tawfik,منصور باسل باسل جابر,2019-03-27,1440-03-27,Male,REG680728,136411168,Iqama,https://files.catbox.moe/pusrqu.jpg
50,767,Third Intermediate,الثالث متوسط,Maha,مها,Nasser Abdullah Saud Al Qahtani,خالد رامي باسل كنعان,2017-11-22,1438-11-22,Female,REG557533,132348949,Iqama,https://files.catbox.moe/mq2lyu.jpg
54,60,Third Intermediate,الثالث متوسط,Fahad,فهد,Nasser Abdullah Saud Al Qahtani,خالد رامي باسل كنعان,2009-08-20,1430-08-20,Male,REG252620,251406218,Iqama,https://files.catbox.moe/pusrqu.jpg
56,32,Third Intermediate,الثالث متوسط,Mostafa,مصطفى,Nasser Abdullah Saud Al Qahtani,خالد رامي باسل كنعان,2016-09-29,1437-09-29,Male,REG425332,223302916,Iqama,https://files.catbox.moe/pusrqu.jpg
58,715,Third Intermediate,الثالث متوسط,Nihal,نهال,Turki Fahad Fahad Al Saud,محمد رامي باسل عازار,2009-10-09,1430-10-09,Female,REG177556,294024876,Iqama,https://files.catbox.moe/mq2lyu.jpg
62,67,Third Intermediate,الثالث متوسط,Ismail,إسماعيل,Turki Fahad Fahad Al Saud,محمد رامي باسل عازار,2009-06-30,1430-06-30,Male,REG777229,174652826,Iqama,https://files.catbox.moe/ki5ubc.jpg
63,93,Third Intermediate,الثالث متوسط,Tarek,طارق,Turki Fahad Fahad Al Saud,محمد رامي باسل عازار,2008-02-06,1429-02-06,Male,REG399953,133785346,Iqama,https://files.catbox.moe/pusrqu.jpg
64,762,Third Intermediate,الثالث متوسط,Rasha,رشا,Youssef Youssef Hassan Mahmoud,فيصل سعود آل سعود,2014-06-27,1435-06-27,Female,REG469056,268682416,Iqama,https://files.catbox.moe/emgnbf.jpg
68,665,Third Intermediate,الثالث متوسط,Samah,سماح,Youssef Youssef Hassan Mahmoud,فيصل سعود آل سعود,2006-10-07,1427-10-07,Female,REG150273,195504969,Iqama,https://files.catbox.moe/mq2lyu.jpg
69,761,Third Intermediate,الثالث متوسط,Nihal,نهال,Youssef Youssef Hassan Mahmoud,فيصل سعود آل سعود,2011-01-26,1432-01-26,Female,REG682644,120741624,Iqama,https://files.catbox.moe/mq2lyu.jpg
70,645,Third Intermediate,الثالث متوسط,Dina,دينا,Youssef Youssef Hassan Mahmoud,فيصل سعود آل سعود,2014-02-06,1435-02-06,Female,REG811518,185314631,Iqama,https://files.catbox.moe/emgnbf.jpg
71,44,Third Intermediate,الثالث متوسط,Jamil,جميل,Mostafa Ahmed Hassan Ibrahim,أحمد يوسف أحمد توفيق,2008-05-13,1429-05-13,Male,REG543952,281118947,National_ID,https://files.catbox.moe/ki5ubc.jpg
72,19,Third Intermediate,الثالث متوسط,Youssef,يوسف,Mostafa Ahmed Hassan Ibrahim,أحمد يوسف أحمد توفيق,2010-10-04,1431-10-04,Male,REG954828,164825320,National_ID,https://files.catbox.moe/ki5ubc.jpg
74,4,Third Intermediate,الثالث متوسط,Mostafa,مصطفى,Mostafa Ahmed Hassan Ibrahim,أحمد يوسف أحمد توفيق,2017-07-07,1438-07-07,Male,REG398561,272632050,National_ID,https://files.catbox.moe/pusrqu.jpg
